planet,planet_mass_mjup,planet_radius_rjup,star_distance_AU,temp_calculated_K,star_name,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K
Kepler-250 c,,0.203,0.069,,Kepler-250,0.8,0.81,,5160.0
Kepler-250 d,,0.194,0.127,,Kepler-250,0.8,0.81,,5160.0
Kepler-251 b,,0.119,0.053,,Kepler-251,0.91,0.89,,5526.0
Kepler-251 c,,0.247,0.122,,Kepler-251,0.91,0.89,,5526.0
Kepler-251 d,,0.247,0.182,,Kepler-251,0.91,0.89,,5526.0
Kepler-251 e,,0.247,0.404,,Kepler-251,0.91,0.89,,5526.0
Kepler-252 b,,0.11,0.058,,Kepler-252,0.52,0.55,,4208.0
Kepler-252 c,,0.192,0.08,,Kepler-252,0.52,0.55,,4208.0
Kepler-253 b,,0.145,0.046,,Kepler-253,,0.79,,5208.0
Kepler-253 c,,0.236,0.089,,Kepler-253,,0.79,,5208.0
Kepler-253 d,,0.283,0.13,,Kepler-253,,0.79,,5208.0
Kepler-254 b,,0.345,0.064,,Kepler-254,,0.91,,5957.0
Kepler-254 c,,0.192,0.105,,Kepler-254,,0.91,,5957.0
Kepler-254 d,,0.223,0.139,,Kepler-254,,0.91,,5957.0
Kepler-255 b,,0.138,0.063,,Kepler-255,0.97,0.93,,5573.0
Kepler-255 c,,0.267,0.092,,Kepler-255,0.97,0.93,,5573.0
Kepler-255 d,,0.118,,,Kepler-255,0.97,0.93,,5573.0
Kepler-256 b,,0.142,0.027,,Kepler-256,1.02,1.3,,5551.0
Kepler-256 c,,0.192,0.045,,Kepler-256,1.02,1.3,,5551.0
Kepler-256 d,,0.221,0.064,,Kepler-256,1.02,1.3,,5551.0
Kepler-256 e,,0.21,0.096,,Kepler-256,1.02,1.3,,5551.0
Kepler-257 b,,0.233,0.034,,Kepler-257,,1.04,,5180.0
Kepler-257 c,,0.483,0.066,,Kepler-257,,1.04,,5180.0
Kepler-257 d,,0.442,0.16,,Kepler-257,,1.04,,5180.0
Kepler-258 b,,0.362,0.103,,Kepler-258,0.8,0.92,,4942.0
Kepler-258 c,,0.322,0.193,,Kepler-258,0.8,0.92,,4942.0
Kepler-259 b,,0.25,0.079,,Kepler-259,,0.9,,5938.0
Kepler-259 c,,0.241,0.217,,Kepler-259,,0.9,,5938.0
Kepler-25 b,0.0275,0.245,0.068,,Kepler-25,1.19,1.31,11.0,6270.0
Kepler-25 c,0.0479,0.465,0.11,,Kepler-25,1.19,1.31,11.0,6270.0
Kepler-25 d,0.226,,,,Kepler-25,1.19,1.31,11.0,6270.0
Kepler-260 b,,0.179,0.075,,Kepler-260,0.88,0.86,,5250.0
Kepler-260 c,,0.155,0.332,,Kepler-260,0.88,0.86,,5250.0
Kepler-261 b,,0.194,0.088,,Kepler-261,0.87,0.79,,5098.0
Kepler-261 c,,0.178,0.156,,Kepler-261,0.87,0.79,,5098.0
Kepler-262 b,,0.121,0.108,,Kepler-262,,0.88,,5841.0
Kepler-262 c,,0.146,0.152,,Kepler-262,,0.88,,5841.0
Kepler-263 b,,0.238,0.12,,Kepler-263,,0.79,,5265.0
Kepler-263 c,,0.22,0.242,,Kepler-263,,0.79,,5265.0
Kepler-264 b,,0.297,0.249,,Kepler-264,1.32,1.55,,6158.0
Kepler-264 c,,0.252,0.566,,Kepler-264,1.32,1.55,,6158.0
Kepler-265 b,,0.166,0.069,,Kepler-265,1.03,1.1,,5835.0
Kepler-265 c,,0.235,0.127,,Kepler-265,1.03,1.1,,5835.0
Kepler-265 d,,0.222,0.236,,Kepler-265,1.03,1.1,,5835.0
Kepler-265 e,,0.231,0.319,,Kepler-265,1.03,1.1,,5835.0
Kepler-266 b,,0.221,0.071,,Kepler-266,0.99,1.03,,5885.0
Kepler-266 c,,0.347,0.457,,Kepler-266,0.99,1.03,,5885.0
Kepler-267 b,,0.177,0.037,,Kepler-267,0.56,0.56,,4258.0
Kepler-267 c,,0.19,0.06,,Kepler-267,0.56,0.56,,4258.0
Kepler-267 d,,0.203,0.154,,Kepler-267,0.56,0.56,,4258.0
Kepler-268 b,,0.227,0.18,,Kepler-268,,1.27,,6081.0
Kepler-268 c,,0.302,0.391,,Kepler-268,,1.27,,6081.0
Kepler-269 b,,0.22,0.061,,Kepler-269,0.98,0.96,,5847.0
Kepler-269 c,,0.151,0.081,,Kepler-269,0.98,0.96,,5847.0
Kepler-26 b,0.01611,0.248,0.085,,Kepler-26,0.54,0.51,,3914.0
Kepler-26 c,0.01951,0.243,0.107,,Kepler-26,0.54,0.51,,3914.0
Kepler-26 d,,0.095,0.039,,Kepler-26,0.54,0.51,,3914.0
Kepler-26 e,,0.215,0.22,,Kepler-26,0.54,0.51,,3914.0
Kepler-270 b,,0.179,0.107,,Kepler-270,,1.46,,6067.0
Kepler-270 c,,0.158,0.18,,Kepler-270,,1.46,,6067.0
Kepler-271 b,,0.11,0.056,,Kepler-271,0.9,0.87,4.57,5555.0
Kepler-271 c,,0.085,0.071,,Kepler-271,0.9,0.87,4.57,5555.0
Kepler-271 d,,0.059,,,Kepler-271,0.9,0.87,4.57,5555.0
Kepler-272 b,,0.128,0.038,,Kepler-272,0.79,0.93,,5297.0
Kepler-272 c,,0.16,0.061,,Kepler-272,0.79,0.93,,5297.0
Kepler-272 d,,0.201,0.091,,Kepler-272,0.79,0.93,,5297.0
Kepler-273 b,,0.134,0.037,,Kepler-273,,0.81,,5626.0
Kepler-273 c,,0.177,0.073,,Kepler-273,,0.81,,5626.0
Kepler-274 b,,0.137,0.101,,Kepler-274,,1.01,,6023.0
Kepler-274 c,,0.164,0.204,,Kepler-274,,1.01,,6023.0
Kepler-275 b,,0.209,0.098,,Kepler-275,1.24,1.38,,6165.0
Kepler-275 c,,0.302,0.132,,Kepler-275,1.24,1.38,,6165.0
Kepler-275 d,,0.297,0.224,,Kepler-275,1.24,1.38,,6165.0
Kepler-276 b,,0.256,0.119,,Kepler-276,0.96,1.05,,6105.0
Kepler-276 c,0.052,0.259,,,Kepler-276,0.96,1.05,,6105.0
Kepler-276 d,0.051,0.25,,,Kepler-276,0.96,1.05,,6105.0
Kepler-277 b,0.275,0.261,,,Kepler-277,1.19,1.65,,5946.0
Kepler-277 c,0.202,0.3,,,Kepler-277,1.19,1.65,,5946.0
Kepler-278 b,0.176,0.363,0.207,586.0,Kepler-278,,2.94,,4991.0
Kepler-278 c,0.1098,0.32,0.294,492.0,Kepler-278,,2.94,,4991.0
Kepler-279 b,,0.323,0.112,,Kepler-279,1.23,1.75,,6363.0
Kepler-279 c,0.155,0.384,0.232,,Kepler-279,1.23,1.75,,6363.0
Kepler-279 d,0.118,0.277,0.30728,,Kepler-279,1.23,1.75,,6363.0
Kepler-27 b,9.11,0.357,0.118,,Kepler-27,0.65,0.59,,5400.0
Kepler-27 c,13.8,0.437,0.191,,Kepler-27,0.65,0.59,,5400.0
Kepler-27 d,0.025,0.45,,,Kepler-27,0.65,0.59,,5400.0
Kepler-280 b,,0.129,0.032,,Kepler-280,0.91,0.89,,5744.0
Kepler-280 c,,0.179,0.056,,Kepler-280,0.91,0.89,,5744.0
Kepler-281 b,,0.252,0.117,,Kepler-281,0.98,0.9,,5723.0
Kepler-281 c,,0.474,0.215,,Kepler-281,0.98,0.9,,5723.0
Kepler-281 d,,0.52967,0.5456,321.0,Kepler-281,0.98,0.9,,5723.0
Kepler-282 b,,0.09,0.082,,Kepler-282,1.09,0.9,,5602.0
Kepler-282 c,,0.107,0.106,,Kepler-282,1.09,0.9,,5602.0
Kepler-282 d,0.192,0.219,,,Kepler-282,1.09,0.9,,5602.0
Kepler-282 e,0.177,0.277,,,Kepler-282,1.09,0.9,,5602.0
Kepler-283 b,,0.19,0.082,,Kepler-283,,0.57,,4351.0
Kepler-283 c,,0.162,0.341,,Kepler-283,,0.57,,4351.0
Kepler-284 b,,0.2,0.104,,Kepler-284,,0.81,,5615.0
Kepler-284 c,,0.233,0.213,,Kepler-284,,0.81,,5615.0
Kepler-285 b,,0.12,0.036,,Kepler-285,0.85,0.81,,5411.0
Kepler-285 c,,0.1,0.064,,Kepler-285,0.85,0.81,,5411.0
Kepler-286 b,,0.111,0.027,,Kepler-286,,0.86,,5580.0
Kepler-286 c,,0.122,0.042,,Kepler-286,,0.86,,5580.0
Kepler-286 d,,0.119,0.061,,Kepler-286,,0.86,,5580.0
Kepler-286 e,,0.158,0.176,,Kepler-286,,0.86,,5580.0
Kepler-287 b,,0.208,0.145,,Kepler-287,,1.03,,5806.0
Kepler-287 c,,0.291,0.246,,Kepler-287,,1.03,,5806.0
Kepler-288 b,,0.149,0.065,,Kepler-288,0.89,1.09,,5918.0
Kepler-288 c,,0.254,0.14,,Kepler-288,0.89,1.09,,5918.0
Kepler-288 d,,0.238,0.287,,Kepler-288,0.89,1.09,,5918.0
Kepler-289 b,0.023,0.192,0.21,,Kepler-289,1.08,1.0,0.65,5990.0
Kepler-289 c,0.42,1.034,0.51,,Kepler-289,1.08,1.0,0.65,5990.0
Kepler-289 d,0.013,0.239,0.33,,Kepler-289,1.08,1.0,0.65,5990.0
Kepler-28 b,1.51,0.321,0.062,,Kepler-28,0.75,0.7,,4590.0
Kepler-28 c,1.36,0.303,0.081,,Kepler-28,0.75,0.7,,4590.0
Kepler-290 b,,0.201,0.11,,Kepler-290,,0.74,,5147.0
Kepler-290 c,,0.241,0.205,,Kepler-290,,0.74,,5147.0
Kepler-291 b,,0.193,0.047,,Kepler-291,1.03,1.02,,6002.0
Kepler-291 c,,0.168,0.065,,Kepler-291,1.03,1.02,,6002.0
Kepler-292 b,,0.118,0.035,,Kepler-292,0.88,0.83,,5299.0
Kepler-292 c,,0.131,0.045,,Kepler-292,0.88,0.83,,5299.0
Kepler-292 d,,0.199,0.068,,Kepler-292,0.88,0.83,,5299.0
Kepler-292 e,,0.238,0.097,,Kepler-292,0.88,0.83,,5299.0
Kepler-292 f,,0.21,0.141,,Kepler-292,0.88,0.83,,5299.0
Kepler-293 b,,0.274,0.144,,Kepler-293,1.01,0.96,,5804.0
Kepler-293 c,,0.342,0.286,,Kepler-293,1.01,0.96,,5804.0
Kepler-294 b,,0.158,0.048,,Kepler-294,,0.98,,5913.0
Kepler-294 c,,0.242,0.071,,Kepler-294,,0.98,,5913.0
Kepler-295 b,,0.109,0.099,,Kepler-295,,0.9,,5603.0
Kepler-295 c,,0.104,0.142,,Kepler-295,,0.9,,5603.0
Kepler-295 d,,0.121,0.192,,Kepler-295,,0.9,,5603.0
Kepler-296 b,,0.144,0.079,,Kepler-296,0.5,0.48,,3740.0
Kepler-296 c,,0.178,0.0521,,Kepler-296,0.5,0.48,,3740.0
Kepler-296 d,,0.186,0.118,,Kepler-296,0.5,0.48,,3740.0
Kepler-296 e,,0.136,0.169,,Kepler-296,0.5,0.48,,3740.0
Kepler-296 f,,0.161,0.255,,Kepler-296,0.5,0.48,,3740.0
Kepler-297 b,,0.256,0.217,,Kepler-297,,0.92,,5619.0
Kepler-297 c,,0.583,0.336,,Kepler-297,,0.92,,5619.0
Kepler-298 b,,0.175,0.08,,Kepler-298,0.65,0.58,,4465.0
Kepler-298 c,,0.172,0.136,,Kepler-298,0.65,0.58,,4465.0
Kepler-298 d,,0.223,0.305,,Kepler-298,0.65,0.58,,4465.0
Kepler-299 b,,0.118,0.04,,Kepler-299,0.97,1.03,,5617.0
Kepler-299 c,,0.236,0.07,,Kepler-299,0.97,1.03,,5617.0
Kepler-299 d,,0.166,0.118,,Kepler-299,0.97,1.03,,5617.0
Kepler-299 e,,0.167,0.22,,Kepler-299,0.97,1.03,,5617.0
Kepler-29 b,0.01573,0.227,0.09,,Kepler-29,0.76,0.73,,5378.0
Kepler-29 c,0.01416,0.209,0.11,,Kepler-29,0.76,0.73,,5378.0
Kepler-300 b,,0.149,0.094,,Kepler-300,0.94,0.9,,5986.0
Kepler-300 c,,0.201,0.232,,Kepler-300,0.94,0.9,,5986.0
Kepler-301 b,,0.12,0.036,,Kepler-301,0.91,0.9,,5815.0
Kepler-301 c,,0.12,0.06,,Kepler-301,0.91,0.9,,5815.0
Kepler-301 d,,0.156,0.112,,Kepler-301,0.91,0.9,,5815.0
Kepler-302 b,,0.362,0.193,,Kepler-302,,1.22,,5740.0
Kepler-302 c,,1.111,0.503,,Kepler-302,,1.22,,5740.0
Kepler-303 b,,0.079,0.024,,Kepler-303,0.59,0.48,,3944.0
Kepler-303 c,,0.102,0.057,,Kepler-303,0.59,0.48,,3944.0
Kepler-304 b,,0.255,0.039,,Kepler-304,0.8,0.69,,4731.0
Kepler-304 c,,0.194,0.054,,Kepler-304,0.8,0.69,,4731.0
Kepler-304 d,,0.245,0.08,,Kepler-304,0.8,0.69,,4731.0
Kepler-304 e,,0.107,,,Kepler-304,0.8,0.69,,4731.0
Kepler-305 b,0.033,0.321,0.05856,,Kepler-305,0.83,0.79,,5100.0
Kepler-305 c,0.019,0.294,0.07711,,Kepler-305,0.83,0.79,,5100.0
Kepler-305 d,,0.242,0.121,,Kepler-305,0.83,0.79,,5100.0
Kepler-305 e,,0.16,,,Kepler-305,0.83,0.79,,5100.0
Kepler-306 b,,0.136,0.05,,Kepler-306,0.82,0.72,,4954.0
Kepler-306 c,,0.21,0.067,,Kepler-306,0.82,0.72,,4954.0
Kepler-306 d,,0.22,0.12,,Kepler-306,0.82,0.72,,4954.0
Kepler-306 e,,0.203,0.227,,Kepler-306,0.82,0.72,,4954.0
Kepler-307 b,0.02341,0.217,,,Kepler-307,0.91,0.81,,5367.0
Kepler-307 c,0.01145,0.196,,,Kepler-307,0.91,0.81,,5367.0
Kepler-308 b,,0.189,0.09,,Kepler-308,,0.94,,5895.0
Kepler-308 c,,0.193,0.123,,Kepler-308,,0.94,,5895.0
Kepler-309 b,,0.139,0.059,,Kepler-309,,0.72,,4713.0
Kepler-309 c,,0.224,0.401,,Kepler-309,,0.72,,4713.0
Kepler-30 b,0.036,0.348,0.18,,Kepler-30,0.99,0.95,2.0,5498.0
Kepler-30 c,2.01,1.097,0.3,,Kepler-30,0.99,0.95,2.0,5498.0
Kepler-30 d,0.073,0.785,0.5,,Kepler-30,0.99,0.95,2.0,5498.0
Kepler-310 b,,0.106,0.111,,Kepler-310,0.85,0.88,,5797.0
Kepler-310 c,,0.302,0.281,,Kepler-310,0.85,0.88,,5797.0
Kepler-310 d,,0.22,0.392,,Kepler-310,0.85,0.88,,5797.0
Kepler-311 b,,0.152,0.087,,Kepler-311,1.06,1.19,,5905.0
Kepler-311 c,,0.128,0.145,,Kepler-311,1.06,1.19,,5905.0
Kepler-312 b,,0.115,0.031,,Kepler-312,1.23,1.47,,6115.0
Kepler-312 c,,0.281,0.153,,Kepler-312,1.23,1.47,,6115.0
Kepler-313 b,,0.226,0.125,,Kepler-313,0.9,1.54,,5727.0
Kepler-313 c,,0.229,0.208,,Kepler-313,0.9,1.54,,5727.0
Kepler-314 b,,0.074,0.035,,Kepler-314,1.02,0.95,,5378.0
Kepler-314 c,,0.259,0.064,,Kepler-314,1.02,0.95,,5378.0
Kepler-315 b,,0.336,0.402,,Kepler-315,0.78,1.04,,5796.0
Kepler-315 c,,0.37,0.791,,Kepler-315,0.78,1.04,,5796.0
Kepler-316 b,,0.095,0.027,,Kepler-316,0.53,0.52,,4204.0
Kepler-316 c,,0.103,0.058,,Kepler-316,0.53,0.52,,4204.0
Kepler-317 b,,0.186,0.061,,Kepler-317,0.95,0.94,,5497.0
Kepler-317 c,,0.153,0.083,,Kepler-317,0.95,0.94,,5497.0
Kepler-318 b,,0.42,0.056,,Kepler-318,1.05,1.19,,5746.0
Kepler-318 c,,0.328,0.105,,Kepler-318,1.05,1.19,,5746.0
Kepler-319 b,,0.145,0.051,,Kepler-319,1.29,0.9,,5526.0
Kepler-319 c,,0.235,0.069,,Kepler-319,1.29,0.9,,5526.0
Kepler-319 d,,0.204,0.191,,Kepler-319,1.29,0.9,,5526.0
Kepler-31 b,,0.491,0.16,,Kepler-31,1.21,1.22,,6340.0
Kepler-31 c,4.7,0.473,0.26,,Kepler-31,1.21,1.22,,6340.0
Kepler-31 d,6.8,0.348,0.4,,Kepler-31,1.21,1.22,,6340.0
Kepler-320 b,,0.102,0.085,,Kepler-320,,1.11,,6435.0
Kepler-320 c,,0.122,0.142,,Kepler-320,,1.11,,6435.0
Kepler-321 b,,0.158,0.057,,Kepler-321,1.01,1.19,,5740.0
Kepler-321 c,,0.207,0.11,,Kepler-321,1.01,1.19,,5740.0
Kepler-322 b,,0.09,0.027,,Kepler-322,0.91,0.89,,5388.0
Kepler-322 c,,0.149,0.051,,Kepler-322,0.91,0.89,,5388.0
Kepler-323 b,,0.128,0.028,,Kepler-323,1.09,1.18,,5987.0
Kepler-323 c,,0.145,0.046,,Kepler-323,1.09,1.18,,5987.0
Kepler-324 b,,0.102,0.05,,Kepler-324,0.86,0.84,,5194.0
Kepler-324 c,,0.281,0.26,,Kepler-324,0.86,0.84,,5194.0
Kepler-324 d,0.00702,0.1008,0.1949,475.0,Kepler-324,0.86,0.84,,5194.0
Kepler-324 e,,0.18182,0.1074,635.0,Kepler-324,0.86,0.84,,5194.0
Kepler-325 b,,0.26,0.053,,Kepler-325,0.87,1.0,,5752.0
Kepler-325 c,,0.227,0.105,,Kepler-325,0.87,1.0,,5752.0
Kepler-325 d,,0.249,0.22,,Kepler-325,0.87,1.0,,5752.0
Kepler-326 b,,0.136,0.032,,Kepler-326,0.98,0.8,,5105.0
Kepler-326 c,,0.125,0.051,,Kepler-326,0.98,0.8,,5105.0
Kepler-326 d,,0.108,0.066,,Kepler-326,0.98,0.8,,5105.0
Kepler-327 b,,0.099,0.029,,Kepler-327,0.55,0.49,,3799.0
Kepler-327 c,,0.092,0.047,,Kepler-327,0.55,0.49,,3799.0
Kepler-327 d,,0.154,0.09,,Kepler-327,0.55,0.49,,3799.0
Kepler-328 b,0.09,0.205,,,Kepler-328,1.1,1.0,,5914.0
Kepler-328 c,0.124,0.482,,,Kepler-328,1.1,1.0,,5914.0
Kepler-329 b,,0.125,0.061,,Kepler-329,0.53,0.52,,4257.0
Kepler-329 c,,0.172,0.113,,Kepler-329,0.53,0.52,,4257.0
Kepler-32 b,4.1,0.196,0.05,,Kepler-32,0.58,0.53,,3900.0
Kepler-32 c,0.5,0.178,0.09,,Kepler-32,0.58,0.53,,3900.0
Kepler-32 d,,0.241,0.13,,Kepler-32,0.58,0.53,,3900.0
Kepler-32 e,,0.134,0.033,,Kepler-32,0.58,0.53,,3900.0
Kepler-32 f,,0.073,0.013,,Kepler-32,0.58,0.53,,3900.0
Kepler-330 b,,0.12,0.075,,Kepler-330,0.78,0.72,,5117.0
Kepler-330 c,,0.174,0.116,,Kepler-330,0.78,0.72,,5117.0
Kepler-331 b,,0.162,0.065,,Kepler-331,0.51,0.49,,4347.0
Kepler-331 c,,0.164,0.105,,Kepler-331,0.51,0.49,,4347.0
Kepler-331 d,,0.146,0.159,,Kepler-331,0.51,0.49,,4347.0
Kepler-332 b,,0.104,0.07,,Kepler-332,0.8,0.72,,4955.0
Kepler-332 c,,0.097,0.114,,Kepler-332,0.8,0.72,,4955.0
Kepler-332 d,,0.105,0.189,,Kepler-332,0.8,0.72,,4955.0
Kepler-333 b,,0.118,0.087,,Kepler-333,0.54,0.53,,4259.0
Kepler-333 c,,0.099,0.135,,Kepler-333,0.54,0.53,,4259.0
Kepler-334 b,,0.1,0.061,,Kepler-334,1.0,1.07,,5828.0
Kepler-334 c,,0.128,0.107,,Kepler-334,1.0,1.07,,5828.0
Kepler-334 d,,0.126,0.168,,Kepler-334,1.0,1.07,,5828.0
Kepler-335 b,,0.302,0.075,,Kepler-335,0.99,1.85,,5877.0
Kepler-335 c,,0.274,0.356,,Kepler-335,0.99,1.85,,5877.0
Kepler-336 b,,0.091,0.033,,Kepler-336,0.89,1.3,,5867.0
Kepler-336 c,,0.187,0.092,,Kepler-336,0.89,1.3,,5867.0
Kepler-336 d,,0.211,0.154,,Kepler-336,0.89,1.3,,5867.0
Kepler-337 b,,0.137,0.045,,Kepler-337,0.96,1.76,,5684.0
Kepler-337 c,,0.183,0.093,,Kepler-337,0.96,1.76,,5684.0
Kepler-338 b,0.0963,0.218,0.117,,Kepler-338,1.1,1.74,,5923.0
Kepler-338 c,,0.209,0.172,,Kepler-338,1.1,1.74,,5923.0
Kepler-338 d,,0.268,0.257,,Kepler-338,1.1,1.74,,5923.0
Kepler-338 e,0.027,0.139,,,Kepler-338,1.1,1.74,,5923.0
Kepler-339 b,,0.127,0.055,,Kepler-339,0.84,0.8,,5631.0
Kepler-339 c,,0.103,0.069,,Kepler-339,0.84,0.8,,5631.0
Kepler-339 d,,0.104,0.091,,Kepler-339,0.84,0.8,,5631.0
Kepler-33 b,,0.155,0.0677,,Kepler-33,1.29,1.82,4.27,5904.0
Kepler-33 c,,0.285,0.1189,,Kepler-33,1.29,1.82,4.27,5904.0
Kepler-33 d,,0.477,0.1662,,Kepler-33,1.29,1.82,4.27,5904.0
Kepler-33 e,,0.359,0.2138,,Kepler-33,1.29,1.82,4.27,5904.0
Kepler-33 f,,0.398,0.2535,,Kepler-33,1.29,1.82,4.27,5904.0
Kepler-340 b,,0.226,0.134,,Kepler-340,2.11,1.85,,6620.0
Kepler-340 c,,0.301,0.178,,Kepler-340,2.11,1.85,,6620.0
Kepler-341 b,,0.105,0.06,,Kepler-341,0.94,1.02,,6012.0
Kepler-341 c,,0.152,0.08,,Kepler-341,0.94,1.02,,6012.0
Kepler-341 d,,0.165,0.182,,Kepler-341,0.94,1.02,,6012.0
Kepler-341 e,,0.178,0.242,,Kepler-341,0.94,1.02,,6012.0
Kepler-342 b,,0.201,0.128,,Kepler-342,1.13,1.47,,6175.0
Kepler-342 c,,0.175,0.185,,Kepler-342,1.13,1.47,,6175.0
Kepler-342 d,,0.222,0.242,,Kepler-342,1.13,1.47,,6175.0
Kepler-342 e,,0.079,,,Kepler-342,1.13,1.47,,6175.0
Kepler-343 b,,0.215,0.088,,Kepler-343,1.04,1.43,,5807.0
Kepler-343 c,,0.18,0.167,,Kepler-343,1.04,1.43,,5807.0
Kepler-344 b,,0.233,0.153,,Kepler-344,0.9,0.98,,5774.0
Kepler-344 c,,0.263,0.488,,Kepler-344,0.9,0.98,,5774.0
Kepler-345 b,,0.066,0.066,,Kepler-345,0.59,0.62,,4504.0
Kepler-345 c,,0.107,0.077,,Kepler-345,0.59,0.62,,4504.0
Kepler-346 b,,0.237,0.071,,Kepler-346,0.97,1.02,,6033.0
Kepler-346 c,,0.274,0.168,,Kepler-346,0.97,1.02,,6033.0
Kepler-347 b,,0.176,0.11,,Kepler-347,1.04,1.0,,6088.0
Kepler-347 c,,0.156,0.183,,Kepler-347,1.04,1.0,,6088.0
Kepler-348 b,,0.136,0.076,,Kepler-348,1.15,1.36,,6177.0
Kepler-348 c,,0.119,0.138,,Kepler-348,1.15,1.36,,6177.0
Kepler-349 b,,0.17,0.065,,Kepler-349,0.97,0.93,,5956.0
Kepler-349 c,,0.175,0.105,,Kepler-349,0.97,0.93,,5956.0
Kepler-34 (AB) b,0.22,0.7637,1.0896,,Kepler-34 (AB),2.0687,1.1,,5913.0
Kepler-350 b,,0.165,0.104,,Kepler-350,1.03,1.53,,6186.0
Kepler-350 c,0.019,0.277,,,Kepler-350,1.03,1.53,,6186.0
Kepler-350 d,0.047,0.25,,,Kepler-350,1.03,1.53,,6186.0
Kepler-351 b,,0.273,0.214,,Kepler-351,0.89,0.85,,5643.0
Kepler-351 c,,0.285,0.287,,Kepler-351,0.89,0.85,,5643.0
Kepler-351 d,,0.243,,,Kepler-351,0.89,0.85,,5643.0
Kepler-352 b,,0.077,0.085,,Kepler-352,0.901,0.7314,3.47,5262.0
Kepler-352 c,,0.111,0.118,,Kepler-352,0.901,0.7314,3.47,5262.0
Kepler-352 d,,0.071925,0.0657,788.0,Kepler-352,0.901,0.7314,3.47,5262.0
Kepler-353 b,,0.079,0.051,,Kepler-353,0.54,0.5,,3903.0
Kepler-353 c,,0.123,0.065,,Kepler-353,0.54,0.5,,3903.0
Kepler-354 b,,0.164,0.054,,Kepler-354,0.65,0.67,,4648.0
Kepler-354 c,,0.117,0.115,,Kepler-354,0.65,0.67,,4648.0
Kepler-354 d,,0.111,0.146,,Kepler-354,0.65,0.67,,4648.0
Kepler-355 b,,0.13,0.102,,Kepler-355,1.05,1.07,,6184.0
Kepler-355 c,,0.242,0.179,,Kepler-355,1.05,1.07,,6184.0
Kepler-356 b,,0.14,0.057,,Kepler-356,0.97,1.33,,6133.0
Kepler-356 c,,0.161,0.115,,Kepler-356,0.97,1.33,,6133.0
Kepler-357 b,,0.164,0.063,,Kepler-357,0.78,0.83,,5036.0
Kepler-357 c,,0.238,0.12,,Kepler-357,0.78,0.83,,5036.0
Kepler-357 d,,0.306,0.246,,Kepler-357,0.78,0.83,,5036.0
Kepler-358 b,,0.243,0.21,,Kepler-358,0.95,0.95,,5908.0
Kepler-358 c,,0.254,0.381,,Kepler-358,0.95,0.95,,5908.0
Kepler-359 b,,0.315,0.178,,Kepler-359,1.07,1.09,,6248.0
Kepler-359 c,,0.384,0.307,,Kepler-359,1.07,1.09,,6248.0
Kepler-359 d,,0.358,0.372,,Kepler-359,1.07,1.09,,6248.0
Kepler-35 (AB) b,0.1268,0.728,0.60347,,Kepler-35 (AB),1.6971,1.0,,5606.0
Kepler-360 b,,0.147,0.044,,Kepler-360,0.95,1.06,,6053.0
Kepler-360 c,,0.187,0.075,,Kepler-360,0.95,1.06,,6053.0
Kepler-361 b,,0.129,0.086,,Kepler-361,1.07,1.34,,6169.0
Kepler-361 c,,0.225,0.3,,Kepler-361,1.07,1.34,,6169.0
Kepler-362 b,,0.079,0.087,,Kepler-362,0.77,0.72,,5788.0
Kepler-362 c,,0.129,0.207,,Kepler-362,0.77,0.72,,5788.0
Kepler-363 b,,0.103,0.048,,Kepler-363,1.23,1.49,,5593.0
Kepler-363 c,,0.151,0.079,,Kepler-363,1.23,1.49,,5593.0
Kepler-363 d,,0.183,0.107,,Kepler-363,1.23,1.49,,5593.0
Kepler-364 b,,0.138,0.178,,Kepler-364,1.2,1.28,,6108.0
Kepler-364 c,,0.192,0.312,,Kepler-364,1.2,1.28,,6108.0
Kepler-365 b,,0.182,0.098,,Kepler-365,0.99,1.05,,6012.0
Kepler-365 c,,0.146,0.137,,Kepler-365,0.99,1.05,,6012.0
Kepler-366 b,,0.13,0.045,,Kepler-366,1.05,1.05,,6209.0
Kepler-366 c,,0.16,0.11,,Kepler-366,1.05,1.05,,6209.0
Kepler-367 b,,0.116,0.201,,Kepler-367,0.75,0.69,,4710.0
Kepler-367 c,,0.107,0.253,,Kepler-367,0.75,0.69,,4710.0
Kepler-368 b,,0.291,0.186,,Kepler-368,0.71,2.02,,5502.0
Kepler-368 c,,0.346,0.36,,Kepler-368,0.71,2.02,,5502.0
Kepler-369 b,,0.101,0.03,,Kepler-369,0.54,0.47,,3591.0
Kepler-369 c,,0.126,0.094,,Kepler-369,0.54,0.47,,3591.0
Kepler-36 b,0.01205,0.134,0.1153,,Kepler-36,1.03,1.63,6.923,5979.0
Kepler-36 c,0.02243,0.328,0.1283,,Kepler-36,1.03,1.63,6.923,5979.0
Kepler-370 b,,0.142,0.054,,Kepler-370,0.94,0.9,,5852.0
Kepler-370 c,,0.17,0.14,,Kepler-370,0.94,0.9,,5852.0
Kepler-371 b,,0.169,0.2,,Kepler-371,0.94,0.99,,5666.0
Kepler-371 c,,0.159,0.313,,Kepler-371,0.94,0.99,,5666.0
Kepler-372 b,,0.121,0.075,,Kepler-372,1.15,1.14,,6509.0
Kepler-372 c,,0.186,0.154,,Kepler-372,1.15,1.14,,6509.0
Kepler-372 d,,0.151,0.201,,Kepler-372,1.15,1.14,,6509.0
